,timestamp,counter,close,volume,sentiment_score,close_lag1,perc_change_close,sentiment_score_lag1,perc_change_sentiment,sentiment_SMA3mo
1,2022-02-26,9,0.0,,0.96355273326238,809.87,-1.0,0.8938873600959778,0.07793529283032052,0.0
2,2022-02-27,4,0.0,,0.8796336650848389,0.0,0.0,0.96355273326238,-0.0870933839743357,0.9123579194810656
3,2022-02-28,256,870.42999,33002300,0.8445878773927689,0.0,inf,0.8796336650848389,-0.03984134428130364,0.895924758579996
4,2022-03-01,9,864.37,24922300,0.7787627379099528,870.42999,-0.006962064806613534,0.8445878773927689,-0.07793758499828034,0.8343280934625201
5,2022-03-02,64,879.89001,24881100,0.8701551631093025,864.37,0.01795528535233749,0.7787627379099528,0.11735592979786012,0.831168592804008
6,2022-03-04,4,838.28998,22333200,0.7278818786144257,879.89001,-0.047278670660211214,0.8701551631093025,-0.16350335035247676,0.7922665932112269
7,2022-03-06,9,0.0,,0.9450711210568746,838.28998,-1.0,0.7278818786144257,0.2983852858871607,0.8477027209268676
8,2022-03-07,16,804.58002,24164700,0.8149215281009674,0.0,inf,0.9450711210568746,-0.1377140725772688,0.8292915092574226
9,2022-03-09,36,858.96997,19728000,0.8148505290349325,804.58002,0.06760042338610397,0.8149215281009674,-8.712380712332725e-05,0.8582810593975916
10,2022-03-10,1,838.29999,19549500,0.9321048259735107,858.96997,-0.024063681760609173,0.8148505290349325,0.14389669363956636,0.8539589610364701
11,2022-03-11,16,795.34998,22345700,0.9130835384130478,838.29999,-0.051234654076519816,0.9321048259735107,-0.020406811584305126,0.8866796311404969
12,2022-03-12,4,0.0,,0.8278116583824158,795.34998,-1.0,0.9130835384130478,-0.09338891398571894,0.8910000075896581
13,2022-03-14,9,766.37,23717400,0.8335919976234436,0.0,inf,0.8278116583824158,0.006982674358951281,0.8581623981396357
14,2022-03-15,4,801.89001,22280400,0.6954962015151978,766.37,0.04634838263501958,0.8335919976234436,-0.1656635338414411,0.7856332858403524
15,2022-03-16,81,840.22998,28009600,0.8961388402514987,801.89001,0.04781200603808494,0.6954962015151978,0.2884884752773399,0.8084090131300466
16,2022-03-17,81,871.59998,22194300,0.950434406598409,840.22998,0.03733501630113223,0.8961388402514987,0.06058834179274326,0.8473564827883685
17,2022-03-18,9,905.39001,33471400,0.9353285034497579,871.59998,0.0387678186959114,0.950434406598409,-0.015893682976729485,0.9273005834332219
18,2022-03-19,4,0.0,,0.7489033043384552,905.39001,-1.0,0.9353285034497579,-0.19931521216739734,0.8782220714622074
19,2022-03-20,4,0.0,,0.9656546115875244,0.0,0.0,0.7489033043384552,0.2894249577928312,0.8832954731252457
20,2022-03-21,9,921.15997,27327200,0.8073495825131735,0.0,inf,0.9656546115875244,-0.16393545598472253,0.8406358328130511
21,2022-03-22,36,993.97998,35289500,0.9213749766349792,921.15997,0.07905251245340145,0.8073495825131735,0.1412342268969282,0.8981263902452258
22,2022-03-23,4,999.10999,40225400,0.7923566997051239,993.97998,0.0051610798036395905,0.9213749766349792,-0.1400279801401297,0.8403604196177589
23,2022-03-24,64,1013.91998,22973600,0.9236290976405144,999.10999,0.014823182780906805,0.7923566997051239,0.16567336148510334,0.8791202579935392
24,2022-03-25,25,1010.64001,20677200,0.8448059678077697,1013.91998,-0.003234939704018899,0.9236290976405144,-0.08534067412352506,0.8535972550511359
25,2022-03-26,9,0.0,,0.9582957029342651,1010.64001,-1.0,0.8448059678077697,0.1343382261148033,0.9089102561275163
26,2022-03-27,49,0.0,,0.8588794810431344,0.0,0.0,0.9582957029342651,-0.10374273993582779,0.8873270505950565
27,2022-03-28,16,1091.83997,34168700,0.9493877589702606,0.0,inf,0.8588794810431344,0.10537948562608722,0.9221876476492201
28,2022-03-29,64,1099.56995,24538300,0.8219083771109581,1091.83997,0.007079773787728314,0.9493877589702606,-0.13427535867701848,0.8767252057081177
29,2022-03-30,25,1093.98999,19955000,0.8568511128425598,1099.56995,-0.005074674876300528,0.8219083771109581,0.042514149636029785,0.8760490829745927
30,2022-03-31,4,1077.59998,16330900,0.9771673083305359,1093.98999,-0.014981864687811333,0.8568511128425598,0.14041668813247296,0.8853089327613511
31,2022-04-01,49,1084.58997,18087700,0.8794874634061541,1077.59998,0.006486627811555856,0.9771673083305359,-0.09996225220762363,0.9045019615264165
32,2022-04-02,16,0.0,,0.7687223702669144,1084.58997,-1.0,0.8794874634061541,-0.1259427766147561,0.8751257140012015
33,2022-04-03,1,0.0,,0.9160726070404053,0.0,0.0,0.7687223702669144,0.19168199401082633,0.8547608135711581
34,2022-04-04,121,1145.44995,27345300,0.8828300671143965,0.0,inf,0.9160726070404053,-0.03628810606334674,0.8558750148072387
35,2022-04-05,49,1091.26001,26691700,0.927118080002921,1145.44995,-0.04730886757644887,0.8828300671143965,0.05016595439854413,0.9086735847192409
36,2022-04-06,4,1045.76001,29782800,0.9231286644935608,1091.26001,-0.0416949210848476,0.927118080002921,-0.004303028487318026,0.9110256038702927
37,2022-04-07,169,1057.26001,26482400,0.8966110119452844,1045.76001,0.010996786920547862,0.9231286644935608,-0.02872584675162733,0.9156192521472554
38,2022-04-08,1,1025.48999,18337900,0.5051678419113159,1057.26001,-0.030049391539929644,0.8966110119452844,-0.4365808191276779,0.7749691727833871
39,2022-04-09,9,0.0,,0.8737351298332214,1025.48999,-1.0,0.5051678419113159,0.7295937257752224,0.7585046612299405
40,2022-04-10,1,0.0,,0.9639001488685608,0.0,0.0,0.8737351298332214,0.10319491108541104,0.7809343735376993
41,2022-04-11,36,975.92999,19785700,0.7686192790667216,0.0,inf,0.9639001488685608,-0.2025945011327808,0.868751519256168
42,2022-04-12,121,986.95001,21992000,0.8198851455341686,975.92999,0.011291814077770112,0.7686192790667216,0.0666986476447682,0.850801524489817
43,2022-04-17,1,0.0,,0.7849520444869995,986.95001,-1.0,0.8198851455341686,-0.04260731059398519,0.7911521563626299
44,2022-04-19,1,1028.15002,16615900,0.5784670114517212,0.0,inf,0.7849520444869995,-0.2630543285866913,0.7277680671576298
45,2022-04-20,4,977.20001,23570400,0.8341480493545532,1028.15002,-0.049555034779846636,0.5784670114517212,0.4419976123809977,0.7325223684310913
46,2022-04-24,9,0.0,,0.8905540506045023,977.20001,-1.0,0.8341480493545532,0.06762109111637307,0.7677230371369257
47,2022-04-25,100,998.02002,22780400,0.8006527602672577,0.0,inf,0.8905540506045023,-0.10094984159155772,0.8417849534087711
48,2022-04-27,9,881.51001,25652100,0.8446730772654215,998.02002,-0.11674115515237868,0.8006527602672577,0.054980534861916674,0.8452932960457272
49,2022-04-28,121,877.51001,41649500,0.8116638118570502,881.51001,-0.004537668267658129,0.8446730772654215,-0.03907933885526086,0.8189965497965765
50,2022-04-29,1,870.76001,29377700,0.9146062135696411,877.51001,-0.007692219944020924,0.8116638118570502,0.12682886708607025,0.8569810342307043
51,2022-04-30,9,0.0,,0.8268607258796692,870.76001,-1.0,0.9146062135696411,-0.09593799647118918,0.8510435837687869
52,2022-05-01,16,0.0,,0.8533885329961777,0.0,0.0,0.8268607258796692,0.03208255790391598,0.864951824148496
53,2022-05-02,4,902.94,25260500,0.7670798599720001,0.0,inf,0.8533885329961777,-0.10113643397709461,0.8157763729492823
54,2022-05-03,9,909.25,21236500,0.9215346773465475,902.94,0.006988282720889478,0.7670798599720001,0.20135428582388443,0.8473343567715751
55,2022-05-04,16,952.62,27214600,0.9249045699834824,909.25,0.047698652735771244,0.9215346773465475,0.00365682672586787,0.8711730357673434
56,2022-05-05,169,873.28003,30839700,0.9184623727431664,952.62,-0.0832860636980118,0.9249045699834824,-0.006965256145756709,0.9216338733577322
57,2022-05-06,16,865.65002,24301000,0.8844407796859741,873.28003,-0.008737185940230386,0.9184623727431664,-0.037041901842511216,0.9092692408042077
58,2022-05-07,1,0.0,,0.5405320525169373,865.65002,-1.0,0.8844407796859741,-0.3888431368928326,0.7811450683153592
59,2022-05-08,121,0.0,,0.8068896206942472,0.0,0.0,0.5405320525169373,0.49276923900634695,0.7439541509657195
60,2022-05-09,49,787.10999,30270100,0.9285739830562046,0.0,inf,0.8068896206942472,0.15080670173605695,0.7586652187557963
61,2022-05-11,49,734.0,32408200,0.7556086352893284,787.10999,-0.06747467402872125,0.9285739830562046,-0.18626986209283766,0.8303574130132599
62,2022-05-12,36,728.0,46771000,0.8642743627230326,734.0,-0.008174386920980926,0.7556086352893284,0.14381218313114597,0.8494856603561886
63,2022-05-15,9,0.0,,0.8373505075772604,728.0,-1.0,0.8642743627230326,-0.03115197708855366,0.8190778351965404
64,2022-05-16,49,724.37,28699500,0.7923701746123177,0.0,inf,0.8373505075772604,-0.05371744873611653,0.8313316816375368
65,2022-05-17,144,761.60999,26745400,0.8321746985117594,724.37,0.05141017711942796,0.7923701746123177,0.05023475791339167,0.8206317935671126
